especie_id,nom_ctf,nom_cat,nom_cas,nom_eng,desc_cat,desc_cas,desc_eng,icona,img1,img2,img3,img4,img5
1214,Corylus colurna,Avellaner turc,Avellano turc,Turkish hazel,"És un arbre caducifoli, de capçada cònica. Originari del sud-est d'Europa i l'oest d'Àsia.  Floreix al començament de la primavera, amb flors masculines de color ocre i femenines de tons vermellosos. Els fruits són de color marró, envoltats per involucres amb serrells verds i maduren al començament de la tardor; les llavors, conegudes com a avellanes turques, són comestibles. Es planta a Barcelona com a arbre viari i en parcs i jardins.","Es un árbol caducifolio, de copa cónica. Originario del sureste de Europa y el oeste de Asia.  Florece al comienzo de la primavera, con flores masculinas de color ocre y femeninas de tonos rojizos. Los frutos son de color marrón, rodeados por involucros con brácteas verdes y maduran a principios de otoño; las semillas, conocidas como avellanas turcas, son comestibles. Se planta en Barcelona como árbol viario y en parques y jardines.","This is a deciduous tree with a conical crown. It is native to South Eastern Europe and Western Asia.  It blossoms at the beginning of spring, with ochre male flowers and reddish female flowers. It produces brown fruit with green seeds, surrounded by an involucre or husk. They ripen at the beginning of autumn. The seeds, known as Turkish nuts, are edible. In Barcelona, it is planted as a street tree and also in parks and gardens.",arbre.svg,roy_corylus_colurna_ge.jpg,roy_corylus_colurna_fu.jpg,roy_corylus_colurna_fl.jpg,,roy_corylus_colurna_es.jpg
2230,Corynocarpus laevigatus,Llorer de Nova Zelanda,Laurel de Nueva Zelanda,New Zealand laurel,"Arbust o arbre petit, perennifoli, de capçada arrodonida i frondosa, originari de Nova Zelanda. Les fulles són amples i brillants, de color verd fosc a l'anvers i verd pàl·lid al revers. Floreix d'agost a novembre, amb flors petites de color blanc verdós o groc pàl·lid, agrupades en panícules amples. Els fruits són drupes en forma d'ou, llargues i de color groc ataronjat, que maduren de gener a abril. També s'anomena karaka, en referència al color taronja dels fruits en llengua maorí.","Arbusto o árbol pequeño, perennifolio, de copa redondeada y frondosa, originario de Nueva Zelanda. Las hojas son anchas y brillantes, de color verde oscuro al anverso y verde pálido al reverso. Florece de agosto a noviembre, con flores pequeñas de color blanco verdoso o amarillo pálido, agrupadas en panículas anchas. Los frutos son drupas en forma de huevo, largas y de color amarillo anaranjado, que maduran de enero a abril. También se denomina karaka, en referencia al color naranja de los frutos en lengua maorí.","It is a small evergreen tree or bush, with a rounded and compact crown, native to New Zealand. Leaves are wide and brilliant, dark green on the upper side and pale green on the lower side. It blooms from August to November, with small greenish-white or pale yellow flowers, grouped in wide panicles. Fruits are egg-shaped drupes, long and orange-yellow coloured that ripe from January to April. It is also named karaka, the plant's name used for the maoris.",arbre.svg,roy_corynocarpus_laevigatus_ge.jpg,roy_corynocarpus_laevigatus_fu.jpg,roy_corynocarpus_laevigatus_fl.jpg,,
1219,Cotinus coggygria,"Arbre de les perruques,  fustet","Árbol de las pelucas,  fustete común",Smoke tree,"Arbust o arbret caducifoli, amb capçada ampla i poc densa, originari d'Europa. A la tardor les fulles presenten colors grocs, taronges o vermell purpuri. Floreix de maig a juliol, amb flors poc vistoses de color groc, acompanyades d'uns filaments llargs de color porpra molt vistosos. Els fruits són globosos i de color marró, que es van enfosquint en madurar. S'utilitza com a arbre viari, i en parcs i jardins.","Arbusto o árbol pequeño caducifolio, con copa ancha y poco densa, originario de Europa. En otoño las hojas presentan colores amarillos, naranjas o rojo purpúreo. Florece de mayo a julio, con flores poco vistosas de color amarillo, acompañadas de unos filamentos largos de color púrpura muy llamativos. Los frutos son globosos y de color marrón, y se van oscureciendo al madurar. Se utiliza como árbol viario y en parques y jardines.","A deciduous shrub or small tree with an extensive, sparse crown, native to Europe. In the autumn, the leaves turn yellow, orange or purplish-red. It blossoms from May to July, with unattractive yellow flowers, accompanied by very attractive long purple filaments. It bears brown, globular fruit which darken as they ripen. It is planted as a street tree and also in parks and gardens.",arbre.svg,roy_cotinus_coggygria_ge.jpg,roy_cotinus_coggygria_fu.jpg,roy_cotinus_coggygria_fl.jpg,roy_cotinus_coggygria_fr.jpg,roy_cotinus_coggygria_es.jpg
1247,Crataegus monogyna,Arç Blanc,"Majuelo,  espino albar",Common hawthorn,"És un arbret caducifoli, de capçada arrodonida. Originari d'Europa, el nord d'Àfrica i l'oest d'Àsia. Floreix a la primavera, amb flors blanques i oloroses. Els fruits són poms globosos de color vermell fosc, maduren a la tardor i persisteixen força temps a l'arbre. S'utilitza a Barcelona com a arbre viari i també es planta en parcs i jardins.","Es un arbolillo caducifolio, de copa redondeada. Originario de Europa, el norte de África y el oeste de Asia. Florece en primavera, con flores blancas y olorosas. Los frutos son pomos globosos de color rojo oscuro, maduran en otoño y persisten bastante tiempo en el árbol. Se utiliza en Barcelona como árbol viario y también se planta en parques y jardines.","This is a small deciduous tree with a round crown. It is native to Europe, North Africa and Western Asia. It blossoms in spring, with fragrant white flowers. The fruit are deep-red globular pomes (haws), which ripen in the autumn and remain on the tree for a long time. It is used as a street tree in Barcelona, and it is also planted in parks and gardens.",arbre.svg,roy_crataegus_monogyna_ge.jpg,roy_crataegus_monogyna_fu.jpg,roy_crataegus_monogyna_fl.jpg,roy_crataegus_monogyna_fr.jpg,roy_crataegus_monogyna_es.jpg
2240,Crataegus x lavalleei 'Carrierei',Arç de Carrière,Espino de Carrière,Lavelle hawthorn,"És un arbre caducifoli, de capçada arrodonida. D'origen híbrid hortícola. Floreix a la primavera, amb flors blanques. Els fruits són poms globosos de color vermell ataronjat, maduren a la tardor i persisteixen força temps a l'arbre. Es planta a Barcelona en parcs i jardins i com a arbre viari.","Es un árbol caducifolio, de copa redondeada. De origen híbrido hortícola. Florece en primavera, con flores blancas. Los frutos son pomos globosos de color rojo anaranjado, maduran en otoño y persisten bastante tiempo en el árbol. Se planta en Barcelona en parques y jardines y como árbol viario.","This is a deciduous tree with a round crown. It is a horticultural hybrid. It blossoms in spring, with white flowers. The fruit are orange-red globular pomes, which ripen in the autumn and remain on the tree for a long time. It is planted in parks and gardens and as a street tree in Barcelona.",arbre.svg,,,,,
5286545,Crataegus x media 'Paul's Scarlet',Espinalb de Paul,Espino de Paul,Midland hawthorn,"És un arbre caducifoli, d'origen hortícola. Presenta capçada arrodonida i espines. Floreix a la primavera, amb flors de color vermell carmesí. Els fruits són de color vermell fosc, però rarament en produeix. Fa poc era conegut amb el nom de Crataegus laevigata `Paul's Scarlet', però actualment és reconegut com a híbrid. A Barcelona s'utilitza com a arbre viari i també plantat en parcs i jardins.","Es un árbol caducifolio, de origen hortícola. Presenta copa redondeada y espinas. Florece en primavera, con flores de color rojo carmesí. Los frutos son de color rojo oscuro, pero raramente los produce. Hace poco era conocido con el nombre de Crataegus laevigata `Paul's Scarlet', pero actualmente se identifica como híbrido. En Barcelona se utiliza como árbol viario y también se planta en parques y jardines.","This is a deciduous tree of horticultural origins. It has a round crown and spines. It blossoms in spring, with crimson red flowers. It bears dark red fruit, but rarely. Until recently, it was known as Crataegus laevigata `Paul's Scarlet', but it is now recognised as a hybrid. In Barcelona, it is planted as a street tree and also in parks and gardens.",arbre.svg,roy_crataegus_x_media_ge.jpg,roy_crataegus_x_media_fu.jpg,roy_crataegus_x_media_fl.jpg,roy_crataegus_x_media_fr.jpg,roy_crataegus_x_media_es.jpg
4944032,Crataegus x ruscinonensis,Arç blanc híbrid,Espino albar híbrido,Hybrid common hawthorn,"Arbre caducifoli, de port vigorós i robust, híbrid natural entre Crataegus monogyna i Crataegus azarolus. Floreix de març a juny, amb flors blanques i perfumades. Els fruits són semblants als de l'arç blanc, també de color vermell, però de mida més gran.","Árbol caducifolio, de porte vigoroso y robusto, híbrido natural entre Crataegus monogyna y C. azarolus. Florece de marzo a junio, con flores blancas y perfumadas. Los frutos son similares a los del espino albar, también de color rojo, pero de mayor tamaño.","A deciduous tree with a vigorous, robust habit, a natural hybrid of Crataegus monogyna and Crataegus azarolus. It blossoms from March to June, with fragrant white flowers. Its fruit are similar to those of the common hawthorn; they are also red, but larger.",arbre.svg,,,,,
1252,Cryptomeria japonica,Criptomèria,"Criptomeria japonesa,  cedro del Japón",Japanese cedar,"Conífera perennifòlia, de capçada cònica, originària del Japó i del sud de la Xina. Les branques apareixen revestides densament per les fulles, aciculars, coriàcies i curtes. Els fruits són pinyes globoses,  primer de color verd, i marronoses i llenyoses en madurar. És utilitzat en jardineria pel seu port imponent i el fullatge dens de l'hivern.","Conífera perennifolia, de copa cónica, originaria de Japón y del sur de China. Las ramas aparecen revestidas densamente por las hojas, aciculares, coriáceas y cortas. Los frutos son piñas globosas, primero de color verde, y amarronadas y leñosas al madurar. Es utilizado en jardinería por su imponente porte y el denso follaje del invierno.","An evergreen conifer with a conical crown, native to Japan and Southern China. The branches are densely covered in short, leathery needle-like leaves. It bears globular pine cones, which are initially green and turn brown and woody when ripe. It is planted for its imposing habit and its dense foliage in winter.",arbre.svg,roy_cryptomeria_japonica_ge.jpg,roy_cryptomeria_japonica_fu.jpg,roy_cryptomeria_japonica_fl.jpg,roy_cryptomeria_japonica_fr.jpg,roy_cryptomeria_japonica_es.jpg
2245,Cupressus cashmeriana,Xiprer del Caixmir,Ciprés de Cachemira,Kashmir cypress,"Conífera perennifòlia, de capçada irregular, originària de l'est de l'Himàlaia, Bután i altres zones properes. Les fulles, de cololr verd blavós i aromàtiques, es disposen en llargs ramellets penjants i molt vistosos. Floreix molt rarament. Té un gran interès en jardineria com a arbre ornamental, ja que a l'hivern es manté amb un port majestuós. A més, presenta força resistència a les sequeres.","Conífera perennifolia, de copa irregular, originaria del este del Himalaya, Bután y otras zonas próximas. Las hojas, de color verde azulado y aromáticas, se disponen en largos ramilletes colgantes y muy vistosos. Florece muy raramente. Tiene un gran interés en jardinería como árbol ornamental, ya que en invierno se mantiene con un porte majestuoso. Además, presenta bastante resistencia a las sequías.","An evergreen conifer with an irregular crown, native to the eastern Himalayas, Bhutan and other nearby areas. It has very attractive, aromatic blue-green leaves arranged in long drooping bunches. It hardly ever blossoms. It is of great interest in gardening as an ornamental tree, as it retains its majestic appearance during the winter. It is also very drought resistant.",arbre.svg,,,,,
4969269,Cupressus funebris,Xiprer fúnebre,"Cipres funebre,  ciprés fúnebre",Chinese Weeping Cypress,"És una conífera perennifòlia, de capçada més o menys cònica. Originària del sud-oest i el centre de la Xina. Floreix al final de l'hivern, amb flors poc vistoses, les femenines de color groc i les masculines d'un to marró. Els fruits maduren dos anys després de la pol·linització, durant la tardor. Els fruits són cons de color verd fins a gris fosc, amb llavors globoses de color negre; es desfan a la maduresa i alliberen les llavors. Normalment es planta en parcs i jardins, pel seu fullatge dens i les branques caigudes.","Es una conífera perennifolia, de copa más o menos cónica. Originaria del suroeste y el centro de China. Florece al final del invierno, con flores poco vistosas; las femeninas, de color amarillo, y las masculinas, de un tono marrón. Los frutos maduran dos años después de la polinización, durante el otoño. Los frutos son conos desde color verde hasta gris oscuro, con semillas globosas de color negro; se deshacen en la madurez y liberan las semillas. Normalmente se planta en parques y jardines, por su denso follaje y sus ramas caídas.","This is an evergreen conifer with a more or less conical crown. It is native to South Eastern and Central China. It blossoms at the end of winter, with unattractive yellow female and brown male flowers. The fruit ripens two years after pollination, during the autumn. It produces green to dark grey cones, with black globular seeds; the cones disintegrate when ripe, releasing the seeds. It is normally planted in parks and gardens, due to its dense foliage and drooping branches.",arbre.svg,roy_cupressus_funebris_ge.jpg,roy_cupressus_funebris_fu.jpg,roy_cupressus_funebris_fl.jpg,roy_cupressus_funebris_fr.jpg,roy_cupressus_funebris_es.jpg
2708,Senna spectabilis,Càssia noble,Carnaval,Spectacular cassia,"Arbust perennifoli, originari d'Amèrica Central i del Sud. Les fulles són primes i llargues, cobertes d'una fina capa de pèls quan són joves. Floreix a l'estiu, amb raïms de flors de color groc brillant. Els fruits són beines allargades, de fins a trenta centímetres de llarg.","Arbusto perennifolio, originario de Centroamérica y Suramérica. Las hojas son delgadas y largas, cubiertas de una fina capa de pelos cuando son jóvenes. Florece en verano, con racimos de flores de color amarillo brillante. Los frutos son vainas alargadas, de hasta 30 centímetros de largo.","An evergreen shrub, native to Central and South America. It has long, slender leaves which are covered in a fine layer of hairs when young. It blossoms in summer, with racemes of bright yellow flowers. It bears elongated seedpods that are up to thirty centimetres long.",arbust.svg,roy_senna_spectabilis_ge.jpg,roy_senna_spectabilis_fu.jpg,roy_senna_spectabilis_fl.jpg,,roy_senna_spectabilis_es.jpg
1267,Cupressus glabra,Xiprer d'Arizona,Ciprés de Arizona,Smooth American cyprus,"Conífera de capçada cònica, originària d'Arizona.  La floració es produeix al final de l'hivern, amb cons masculins de color groc i femenins de color verd blavós. Els fruits són cons globosos de color marró vermellós que comencen a madurar a la tardor del segon any. També és conegut amb el nom Cupressus arizonica var. glabra. N'hi ha diverses cultivars, com ara la cultivar `Glauca', de fullatge més marcadament blau.","Conífera de copa cónica, originaria de Arizona.  La floración se produce al final del invierno, con conos masculinos de color amarillo y femeninos de color verde azulado. Los frutos son conos globosos de color marrón rojizo que empiezan a madurar en el otoño del segundo año. También es conocido con el nombre Cupressus arizonica var. glabra. Hay varios cultivares, como `Glauca', de follaje más marcadamente azul.","A conifer with a conical crown, native to Arizona.  It blossoms at the end of winter, with yellow male cones and blue-green female cones. Its fruit are reddish-brown globular cones that start to ripen in the autumn of the second year. It is also known as Cupressus arizonica var. glabra. There are various cultivars, such as `Glauca', which has markedly blue foliage.",arbre.svg,roy_cupressus_glabra_ge.jpg,roy_cupressus_glabra_fu.jpg,roy_cupressus_glabra_fl.jpg,roy_cupressus_glabra_fr.jpg,roy_cupressus_glabra_es.jpg
1269,Cupressus glabra 'Glauca',Xiprer blau d'Arizona,Ciprés azul de Arizona,Smooth American cyprus  'Glauca',"Conífera de capçada cònica, originària d'Arizona.  La floració es produeix al final de l'hivern, amb cons masculins de color groc i femenins de color verd blavós. Els fruits són cons globosos de color marró vermellós que comencen a madurar a la tardor del segon any. També és conegut amb el nom Cupressus arizonica var. glabra. N'hi ha diverses cultivars, com ara la cultivar `Glauca', de fullatge més marcadament blau.","Conífera de copa cónica, originaria de Arizona.  La floración se produce al final del invierno, con conos masculinos de color amarillo y femeninos de color verde azulado. Los frutos son conos globosos de color marrón rojizo que empiezan a madurar en el otoño del segundo año. También es conocido con el nombre Cupressus arizonica var. glabra. Hay varios cultivares, como `Glauca', de follaje más marcadamente azul.","A conifer with a conical crown, native to Arizona.  It blossoms at the end of winter, with yellow male cones and blue-green female cones. Its fruit are reddish-brown globular cones that start to ripen in the autumn of the second year. It is also known as Cupressus arizonica var. glabra. There are various cultivars, such as `Glauca', which has markedly blue foliage.",arbre.svg,,,,,
1275,Cupressus lusitanica,Xiprer de Portugal,Ciprés de Portugal,Cedar of Goa,"És una planta perennifòlia, de copa més o menys cònica. Originària de Mèxic i de l'Amèrica Central. Les fulles són escamoses, amb marges llisos i sencers. Els fruits maduren d'octubre a gener. Els fruits són cons gairebé rodons. Normalment es planta en parcs i jardins, per la seva dens fullatge i les seves branques caigudes.","Es una planta perennifolia, de copa más o menos cónica. Originaria de México y de Centroamérica. Las hojas son escamosas, con márgenes lisos y enteros. Los frutos maduran de octubre a enero. Los frutos son conos casi redondos. Normalmente se planta en parques y jardines, por su denso follaje y sus ramas caídas.","It is a perennifolia plant, with a more or less conical crown. Originally from Mexico and Central America. The leaves are flaky, with smooth and whole margins. The fruits ripen from October to January. The fruits are almost round cones. It is usually planted in parks and gardens, due to its dense foliage and fallen branches.",arbre.svg,roy_cupressus_lusitanica_ge.jpg,,,roy_cupressus_lusitanica_fr.jpg,roy_cupressus_lusitanica_es.jpg
1276,Cupressus macrocarpa,"Xiprer de Monterrey,  xiprer de Lambert",Ciprés de Monterrey,Monterey cypress,"És un arbre perennifoli, de capçada cònica. Originari de Califòrnia. Les fulles són aromàtiques. Floreix al final de l'hivern, amb cons masculins de color groc i femenins de color verd. Els fruits són globosos, de color marró grisenc i comencen a madurar a la tardor del segon any. És un arbre que pot veure's afectat per malalties importants, però es planta en parcs i jardins i en places i carrers. A Barcelona trobem la cultivar `Golden Pillar'","Es un árbol perennifolio, de copa cónica. Originario de California. Las hojas son aromáticas. Florece al final del invierno, con conos masculinos de color amarillo y femeninos de color verde. Los frutos son globosos, de color marrón grisáceo y empiezan a madurar en el otoño del segundo año. Es un árbol que puede verse afectado por enfermedades importantes, pero se planta en parques y jardines y en plazas y calles. En Barcelona encontramos el cultivar `Golden Pillar'","This is an evergreen tree with a conical crown. It is native to California. It has aromatic leaves. It blossoms at the end of winter, with yellow male cones and green female cones. Its fruit are grey-brown globular cones that start to ripen in the autumn of the second year. This tree may be affected by major diseases, but it is planted in parks and gardens, as well as in streets and squares. Barcelona has planted the `Golden Pillar' cultivar.",arbre.svg,roy_cupressus_macrocarpa_ge.jpg,roy_cupressus_macrocarpa_fu.jpg,roy_cupressus_macrocarpa_fl.jpg,roy_cupressus_macrocarpa_fr.jpg,roy_cupressus_macrocarpa_es.jpg
2246,Cupressus macrocarpa 'Globe',"Xiprer de Monterrey; xiprer de Lambert",Ciprés de Monterrey,Monterey cypress,"És un arbre perennifoli, de capçada cònica. Originari de Califòrnia. Les fulles són aromàtiques. Floreix al final de l'hivern, amb cons masculins de color groc i femenins de color verd. Els fruits són globosos, de color marró grisenc i comencen a madurar a la tardor del segon any. És un arbre que pot veure's afectat per malalties importants, però es planta en parcs i jardins i en places i carrers. A Barcelona trobem la cultivar `Globe'","Es un árbol perennifolio, de copa cónica. Originario de California. Las hojas son aromáticas. Florece al final del invierno, con conos masculinos de color amarillo y femeninos de color verde. Los frutos son globosos, de color marrón grisáceo y empiezan a madurar en el otoño del segundo año. Es un árbol que puede verse afectado por enfermedades importantes, pero se planta en parques y jardines y en plazas y calles. En Barcelona encontramos el cultivar `Globe'","This is an evergreen tree with a conical crown. It is native to California. It has aromatic leaves. It blossoms at the end of winter, with yellow male cones and green female cones. Its fruit are grey-brown globular cones that start to ripen in the autumn of the second year. This tree may be affected by major diseases, but it is planted in parks and gardens, as well as in streets and squares. Barcelona has planted the `Globe' cultivar.",arbre.svg,,,,,
1280,Cupressus sempervirens,Xiprer,"Ciprés común,  ciprés",Mediterranean cypress,"Conífera perennifòlia, de capçada columnar, originària de l'est de la regió mediterrània. Les fulles són de color verd fosc i aromàtiques. Floreix al final de l'hivern, amb cons masculins de color groc i femenins de color gris verdós. Els fruits són estròbils globosos de color marró fosc que comencen a madurar a la tardor del segon any.  A Barcelona s'utilitza en alineacions, incloses les de carrers, camins i carreteres, com a exemplars aïllats en parcs, jardins, places i claustres, en grups, en tanques vegetals retallades de diverses alçàries i com a tallavent. Podem trobar, sobretot, la cultivar `Stricta', de capçada estreta, i en alguns parcs la forma horizontalis, de branques esteses.","Conífera perennifolia, de copa columnar, originaria del este de la región mediterránea. Las hojas son de color verde oscuro y aromáticas. Florece al final del invierno, con conos masculinos de color amarillo y femeninos de color gris verdoso. Los frutos son estróbilos globosos de color marrón oscuro que empiezan a madurar en otoño del segundo año.  En Barcelona se utiliza en alineaciones, incluidas las de calles, caminos y carreteras, como ejemplares aislados en parques, jardines, plazas y claustros, en grupos, en setos vegetales recortados de varias alturas y como cortavientos. Podemos encontrar, sobre todo, el cultivar `Stricta', de copa estrecha, y en algunos parques la forma horizontalis, de ramas extendidas.","This is an evergreen tree with a columnar crown, native to the Mediterranean region. It has dark-green aromatic leaves. It flowers at the end of winter, with yellow male cones and green-grey female cones. Its fruit are dark-brown globular cones that start to ripen in the autumn of the second year.  In Barcelona, it is planted in rows, including streets, paths and roadways, as solitary trees in parks, gardens, squares and cloisters, and in groups for hedges, cut back to various heights, and as windbreaks. In particular, you can find the `Stricta' cultivar, with a narrow crown, and in some parks horizontalis, with extended branches.",arbre.svg,roy_cupressus_sempervirens_ge.jpg,roy_cupressus_sempervirens_fu.jpg,roy_cupressus_sempervirens_fl.jpg,roy_cupressus_sempervirens_fr.jpg,roy_cupressus_sempervirens_es.jpg
1281,Cupressus sempervirens 'Horizontalis',Xiprer horitzontal,Ciprés horizontal,Mediterranean cypress  'Horizontalis',"Conífera perennifòlia, de capçada columnar, originària de l'est de la regió mediterrània. Les fulles són de color verd fosc i aromàtiques. Floreix al final de l'hivern, amb cons masculins de color groc i femenins de color gris verdós. Els fruits són estròbils globosos de color marró fosc que comencen a madurar a la tardor del segon any.  A Barcelona s'utilitza en alineacions, incloses les de carrers, camins i carreteres, com a exemplars aïllats en parcs, jardins, places i claustres, en grups, en tanques vegetals retallades de diverses alçàries i com a tallavent. Podem trobar, sobretot, la cultivar `Stricta', de capçada estreta, i en alguns parcs la forma horizontalis, de branques esteses.","Conífera perennifolia, de copa columnar, originaria del este de la región mediterránea. Las hojas son de color verde oscuro y aromáticas. Florece al final del invierno, con conos masculinos de color amarillo y femeninos de color gris verdoso. Los frutos son estróbilos globosos de color marrón oscuro que empiezan a madurar en otoño del segundo año.  En Barcelona se utiliza en alineaciones, incluidas las de calles, caminos y carreteras, como ejemplares aislados en parques, jardines, plazas y claustros, en grupos, en setos vegetales recortados de varias alturas y como cortavientos. Podemos encontrar, sobre todo, el cultivar `Stricta', de copa estrecha, y en algunos parques la forma horizontalis, de ramas extendidas.","This is an evergreen tree with a columnar crown, native to the Mediterranean region. It has dark-green aromatic leaves. It flowers at the end of winter, with yellow male cones and green-grey female cones. Its fruit are dark-brown globular cones that start to ripen in the autumn of the second year.  In Barcelona, it is planted in rows, including streets, paths and roadways, as solitary trees in parks, gardens, squares and cloisters, and in groups for hedges, cut back to various heights, and as windbreaks. In particular, you can find the `Stricta' cultivar, with a narrow crown, and in some parks horizontalis, with extended branches.",arbre.svg,roy_cupressus_sempervirens_ge.jpg,roy_cupressus_sempervirens_fu.jpg,roy_cupressus_sempervirens_fl.jpg,roy_cupressus_sempervirens_fr.jpg,roy_cupressus_sempervirens_es.jpg
2248,Cupressus sempervirens 'Stricta',Xiprer,Ciprés,Mediterranean cypress,"Conífera perennifòlia, de capçada columnar, originària de l'est de la regió mediterrània. Les fulles són de color verd fosc i aromàtiques. Floreix al final de l'hivern, amb cons masculins de color groc i femenins de color gris verdós. Els fruits són estròbils globosos de color marró fosc que comencen a madurar a la tardor del segon any.  A Barcelona s'utilitza en alineacions, incloses les de carrers, camins i carreteres, com a exemplars aïllats en parcs, jardins, places i claustres, en grups, en tanques vegetals retallades de diverses alçàries i com a tallavent. Podem trobar, sobretot, la cultivar `Stricta', de capçada estreta, i en alguns parcs la forma horizontalis, de branques esteses.","Conífera perennifolia, de copa columnar, originaria del este de la región mediterránea. Las hojas son de color verde oscuro y aromáticas. Florece al final del invierno, con conos masculinos de color amarillo y femeninos de color gris verdoso. Los frutos son estróbilos globosos de color marrón oscuro que empiezan a madurar en otoño del segundo año.  En Barcelona se utiliza en alineaciones, incluidas las de calles, caminos y carreteras, como ejemplares aislados en parques, jardines, plazas y claustros, en grupos, en setos vegetales recortados de varias alturas y como cortavientos. Podemos encontrar, sobre todo, el cultivar `Stricta', de copa estrecha, y en algunos parques la forma horizontalis, de ramas extendidas.","This is an evergreen tree with a columnar crown, native to the Mediterranean region. It has dark-green aromatic leaves. It flowers at the end of winter, with yellow male cones and green-grey female cones. Its fruit are dark-brown globular cones that start to ripen in the autumn of the second year.  In Barcelona, it is planted in rows, including streets, paths and roadways, as solitary trees in parks, gardens, squares and cloisters, and in groups for hedges, cut back to various heights, and as windbreaks. In particular, you can find the `Stricta' cultivar, with a narrow crown, and in some parks horizontalis, with extended branches.",arbre.svg,roy_cupressus_sempervirens_ge.jpg,roy_cupressus_sempervirens_fu.jpg,roy_cupressus_sempervirens_fl.jpg,roy_cupressus_sempervirens_fr.jpg,roy_cupressus_sempervirens_es.jpg
1263,Cupressus x leylandii,Xiprer de Leyland,Ciprés de Leyland,Leyland Cypress,"És un arbre perennifoli, de capçada cònica. D'origen híbrid entre el Xanthocyparis nootkatensis i el Cupressus macrocarpa. Floreix al final de l'hivern, amb cons masculins de color groc i femenins de color marró. Els fruits són de color marró fosc i comencen a madurar a la tardor. Fins fa poc era conegut com a × Cupressocyparis leylandii i pot ser que torni a canviar a Cupressus × leylandii.","Es un árbol perennifolio, de copa cónica. De origen híbrido entre Xanthocyparis nootkatensis y Cupressus macrocarpa. Florece al final del invierno, con conos masculinos de color amarillo y femeninos de color marrón. Los frutos son de color marrón oscuro y empiezan a madurar en otoño. Hasta hace poco era conocido como × Cupressocyparis leylandii y es posible que cambie de nuevo a Cupressus × leylandii.","This is an evergreen tree with a conical crown. It is a hybrid of Xanthocyparis nootkatensis and Cupressus macrocarpa. It blossoms at the end of winter, with yellow male cones and brown female cones. Its fruit are dark-brown cones that start to ripen in the autumn. Until recently, it was known as × Cupressocyparis leylandii and its name may change again to Cupressus × leylandii.",arbre.svg,roy_cupressus_x_leylandii_ge.jpg,roy_cupressus_x_leylandii_fu.jpg,roy_cupressus_x_leylandii_fl.jpg,roy_cupressus_x_leylandii_fr.jpg,roy_cupressus_x_leylandii_es.jpg
2250,Cycas circinalis,Ciques de l'Índia,Sagú de la India,Sago palm,"Palmera de port mitjà i robust, perennifòlia, originària de l'est d'Àsia i sud-oest d'Índia. Les fulles són llargues i denses, de color verd viu. Les flors tenen forma de cons, els masculins són grans i recoberts de llargs pèls grocs, i els femenins són semblants a una pinya, de mida gran. Les llavors són esfèriques, dures i carnoses, de color ataronjat. S'utilitza en jardineria com a planta ornamental pel seu fullatge.","Palmera de porte mediano y robusto, perennifolia, originaria del este de Asia y el suroeste de la India. Las hojas son largas y densas, de color verde vivo. Las flores tienen forma de conos; los masculinos son grandes y están recubiertos de largos pelos amarillos, y los femeninos son semejantes a una piña, de tamaño grande. Las semillas son esféricas, duras y carnosas, de color anaranjado. Se utiliza en jardinería como planta ornamental por su follaje.","A medium-sized, robust evergreen palm tree, native to Eastern Asia and south-west India. It has dense, long bright-green leaves. Its flowers are cone-shaped, the male cones are large and covered in long yellow hairs, while the large female cones resemble pine cones. It produces fleshy orange seeds that are hard and spherical. It is used as an ornamental plant, due to its foliage.",palmera.svg,roy_cycas_circinalis_ge.jpg,roy_cycas_circinalis_fu.jpg,,,
1288,Cycas revoluta,"Palma de Sagú,  ciques",Palma de iglesia,King sago,"Palmera de port mitjà, perennifòlia, originària del sud del Japó. El tronc és curt, i presenta una copa compacta amb fulles rígides, amb la punta espinosa, i densament appinyades. Floreix a la tardor, les flors femenines formen una pinya d'on sortiran les llavors, arrodonides, carnoses i de color ataronjat. S'utilitza amb finalitats ornamentals pel seu fullatge i el seu port elegant.","Palmera de porte mediano, perennifolia, originaria del sur de Japón. El tronco es corto, y presenta una copa compacta con hojas rígidas, con la punta espinosa, y densamente apiñadas. Florece en otoño, las flores femeninas forman una piña de donde surgen las semillas, redondeadas, carnosas y de color anaranjado. Se utiliza con finalidades ornamentales por su follaje y su porte elegante.","A medium-sized evergreen palm, native to the south of Japan. It has a short trunk and a compact crown with dense, rigid leaves that have a spiny tip. It blossoms in autumn; the female flowers form cones that produce round, fleshy orange seeds. It is planted for ornamental purposes, because of its foliage and elegant habit.",palmera.svg,roy_cycas_revoluta_ge.jpg,roy_cycas_revoluta_fu.jpg,roy_cycas_revoluta_fl.jpg,roy_cycas_revoluta_fr.jpg,roy_cycas_revoluta_es.jpg
